LOCALE,KEY,ENGLISH,,,,,,VALUE,FIXUTURE,CONTEXT
fr,crud.delete.confirm,Are you sure you want to delete {{model}} \'{{record}}\'?,Are you sure you want to delete _model}} \'_record}}\'?,Are you sure you want to delete _model_var_ \'_record_var_\'?,Etes-vous sûr que vous voulez supprimer _model_var_ \ '_ record_var_ \'?,Etes-vous sûr que vous voulez supprimer _model}} \ '_ record}} \'?,Etes-vous sûr que vous voulez supprimer {{model}} \ '{{ record}} \'?,Etes-vous sûr que vous voulez supprimer {{model}} \ '{{ record}} \'?,"'crud.delete.confirm':'Etes-vous sûr que vous voulez supprimer {{model}} \ '{{ record}} \'?',",
fr,crud.delete.error,Error deleting {{model}}.,Error deleting _model}}.,Error deleting _model_var_.,Erreur de suppression _model_var_.,Erreur de suppression _model}}.,Erreur de suppression {{model}}.,Erreur de suppression {{model}}.,"'crud.delete.error':'Erreur de suppression {{model}}.',",
fr,crud.restore.button,Restore,Restore,Restore,Restaurer,Restaurer,Restaurer,Restaurer,"'crud.restore.button':'Restaurer',",
fr,crud.restore.error,Error restoring {{model}},Error restoring _model}},Error restoring _model_var_,Erreur restauration _model_var_,Erreur restauration _model}},Erreur restauration {{model}},Erreur restauration {{model}},"'crud.restore.error':'Erreur restauration {{model}}',",
fr,crud.restore.success,{{model}} restored successfully.,_model}} restored successfully.,_model_var_ restored successfully.,_model_var_ restauré avec succès.,_model}} restauré avec succès.,{{model}} restauré avec succès.,{{model}} restauré avec succès.,"'crud.restore.success':'{{model}} restauré avec succès.',",
fr,crud.save.button,Save,Save,Save,Conserver,Conserver,Conserver,Conserver,"'crud.save.button':'Conserver',",
fr,crud.save.error,Error saving {{model}}.,Error saving _model}}.,Error saving _model_var_.,Sauver _model_var_ erreur.,Sauver _model}} erreur.,Sauver {{model}} erreur.,Sauver {{model}} erreur.,"'crud.save.error':'Sauver {{model}} erreur.',",
fr,crud.save.success,{{model}} saved successfully.,_model}} saved successfully.,_model_var_ saved successfully.,_model_var_ sauvegardé avec succès.,_model}} sauvegardé avec succès.,{{model}} sauvegardé avec succès.,{{model}} sauvegardé avec succès.,"'crud.save.success':'{{model}} sauvegardé avec succès.',",
fr,crud.titles.edit,Edit {{model}},Edit _model}},Edit _model_var_,Modifier _model_var_,Modifier _model}},Modifier {{model}},Modifier {{model}},"'crud.titles.edit':'Modifier {{model}}',",
fr,crud.titles.new,New {{model}},New _model}},New _model_var_,Nouveau _model_var_,Nouveau _model}},Nouveau {{model}},Nouveau {{model}},"'crud.titles.new':'Nouveau {{model}}',",
fr,grid.reset_all_options,Reset All Options,Reset All Options,Reset All Options,Réinitialiser toutes les options,Réinitialiser toutes les options,Réinitialiser toutes les options,Réinitialiser toutes les options,"'grid.reset_all_options':'Réinitialiser toutes les options',",
fr,menu.home,Home,Home,Home,Accueil,Accueil,Accueil,Accueil,"'menu.home':'Accueil',",
fr,modules.assets.titleShort,Assets,Assets,Assets,Des atouts,Des atouts,Des atouts,Des atouts,"'modules.assets.titleShort':'Des atouts',",
fr,modules.invoices.titleShort,Invoices,Invoices,Invoices,Factures,Factures,Factures,Factures,"'modules.invoices.titleShort':'Factures',",
fr,modules.pms.titleShort,PM,PM,PM,PM,PM,PM,PM,"'modules.pms.titleShort':'PM',",
fr,modules.projects.titleShort,Projects,Projects,Projects,Des projets,Des projets,Des projets,Des projets,"'modules.projects.titleShort':'Des projets',",
fr,modules.purchaseOrders.titleShort,Purchase Orders,Purchase Orders,Purchase Orders,Acheter en ligne,Acheter en ligne,Acheter en ligne,Acheter en ligne,"'modules.purchaseOrders.titleShort':'Acheter en ligne',",
fr,modules.rfqs.titleShort,RFQs,RFQs,RFQs,RFQ,RFQ,RFQ,RFQ,"'modules.rfqs.titleShort':'RFQ',",
fr,modules.tasks.titleShort,Tasks,Tasks,Tasks,Tâches,Tâches,Tâches,Tâches,"'modules.tasks.titleShort':'Tâches',",
fr,modules.tickets.titleShort,Tickets,Tickets,Tickets,Billets,Billets,Billets,Billets,"'modules.tickets.titleShort':'Billets',",
fr,modules.workOrders.titleShort,Work Orders,Work Orders,Work Orders,Ordres de travail,Ordres de travail,Ordres de travail,Ordres de travail,"'modules.workOrders.titleShort':'Ordres de travail',",
fr,ticket.created,{{requester}} created this ticket {{timestamp}},_requester}} created this ticket _timestamp}},_requester_var_ created this ticket _timestamp_var_,_requester_var_ créé ce billet _timestamp_var_,_requester}} créé ce billet _timestamp}},{{requester}} créé ce billet {{timestamp}},{{requester}} créé ce billet {{timestamp}},"'ticket.created':'{{requester}} créé ce billet {{timestamp}}',",
fr,ticket.label.assignee-fullname,Assignee,Assignee,Assignee,Cessionnaire,Cessionnaire,Cessionnaire,Cessionnaire,"'ticket.label.assignee-fullname':'Cessionnaire',",
fr,ticket.label.category-name,Category,Category,Category,Catégorie,Catégorie,Catégorie,Catégorie,"'ticket.label.category-name':'Catégorie',",
fr,ticket.label.cc,CC,CC,CC,CC,CC,CC,CC,"'ticket.label.cc':'CC',",
fr,ticket.label.created,Created,Created,Created,Créé,Créé,Créé,Créé,"'ticket.label.created':'Créé',",
fr,ticket.label.formatted_date,Created,Created,Created,Créé,Créé,Créé,Créé,"'ticket.label.formatted_date':'Créé',",
fr,ticket.label.location-name,Location,Location,Location,Lieu,Lieu,Lieu,Lieu,"'ticket.label.location-name':'Lieu',",
fr,ticket.label.number,Ticket Number,Ticket Number,Ticket Number,Numéro de billet,Numéro de billet,Numéro de billet,Numéro de billet,"'ticket.label.number':'Numéro de billet',",
fr,ticket.label.priority-name,Priority,Priority,Priority,Priorité,Priorité,Priorité,Priorité,"'ticket.label.priority-name':'Priorité',",
fr,ticket.label.request,Request,Request,Request,Demande,Demande,Demande,Demande,"'ticket.label.request':'Demande',",
fr,ticket.label.requester,Requester,Requester,Requester,Demandeur,Demandeur,Demandeur,Demandeur,"'ticket.label.requester':'Demandeur',",
fr,ticket.label.status-name,Status,Status,Status,statut,statut,statut,statut,"'ticket.label.status-name':'statut',",
fr,ticket.one,Ticket,Ticket,Ticket,Billet,Billet,Billet,Billet,"'ticket.one':'Billet',",
fr,ticket.other,Tickets,Tickets,Tickets,Billets,Billets,Billets,Billets,"'ticket.other':'Billets',",
fr,ticket.priority.emergency,Emergency,Emergency,Emergency,Urgence,Urgence,Urgence,Urgence,"'ticket.priority.emergency':'Urgence',",
fr,ticket.priority.high,High,High,High,Haut,Haut,Haut,Haut,"'ticket.priority.high':'Haut',",
fr,ticket.priority.low,Low,Low,Low,Bas,Bas,Bas,Bas,"'ticket.priority.low':'Bas',",
fr,ticket.priority.medium,Medium,Medium,Medium,Moyen,Moyen,Moyen,Moyen,"'ticket.priority.medium':'Moyen',",
fr,ticket.search,Search Tickets,Search Tickets,Search Tickets,Chercher un ticket,Chercher un ticket,Chercher un ticket,Chercher un ticket,"'ticket.search':'Chercher un ticket',",
fr,ticket.status.closed,Closed,Closed,Closed,Fermé,Fermé,Fermé,Fermé,"'ticket.status.closed':'Fermé',",
fr,ticket.status.complete,Complete,Complete,Complete,Achevée,Achevée,Achevée,Achevée,"'ticket.status.complete':'Achevée',",
fr,ticket.status.deferred,Deferred,Deferred,Deferred,Différé,Différé,Différé,Différé,"'ticket.status.deferred':'Différé',",
fr,ticket.status.denied,Denied,Denied,Denied,Refusé,Refusé,Refusé,Refusé,"'ticket.status.denied':'Refusé',",
fr,ticket.status.draft,Draft,Draft,Draft,Brouillon,Brouillon,Brouillon,Brouillon,"'ticket.status.draft':'Brouillon',",
fr,ticket.status.in_progress,In Progress,In Progress,In Progress,En cours,En cours,En cours,En cours,"'ticket.status.in_progress':'En cours',",
fr,ticket.status.new,New,New,New,Nouveau,Nouveau,Nouveau,Nouveau,"'ticket.status.new':'Nouveau',",
fr,ticket.status.problem_solved,Problem Solved,Problem Solved,Problem Solved,Problème résolu,Problème résolu,Problème résolu,Problème résolu,"'ticket.status.problem_solved':'Problème résolu',",
fr,ticket.status.unsatisfactory_completion,Unsatisfactory Completion,Unsatisfactory Completion,Unsatisfactory Completion,Achèvement Insatisfaisant,Achèvement Insatisfaisant,Achèvement Insatisfaisant,Achèvement Insatisfaisant,"'ticket.status.unsatisfactory_completion':'Achèvement Insatisfaisant',",
fr,upload.progress,Progress,Progress,Progress,Progrès,Progrès,Progrès,Progrès,"'upload.progress':'Progrès',",
fr,validation.invalid,Invalid,Invalid,Invalid,Invalide,Invalide,Invalide,Invalide,"'validation.invalid':'Invalide',",
fr,validation.valid,Valid,Valid,Valid,Valide,Valide,Valide,Valide,"'validation.valid':'Valide',",
fr,welcome,Hello,Hello,Hello,Salut,Salut,Salut,Salut,"'welcome':'Salut',",
