LOCALE,KEY,ENGLISH,,,,,,VALUE,FIXUTURE,CONTEXT
zh,ticket.label.number,Ticket Number,Ticket Number,Ticket Number,机票票号,机票票号,机票票号,机票票号,"'ticket.label.number':'机票票号',",
zh,ticket.label.priority-name,Priority,Priority,Priority,优先,优先,优先,优先,"'ticket.label.priority-name':'优先',",
zh,ticket.label.request,Request,Request,Request,请求,请求,请求,请求,"'ticket.label.request':'请求',",
zh,ticket.label.requester,Requester,Requester,Requester,请求者,请求者,请求者,请求者,"'ticket.label.requester':'请求者',",
zh,ticket.label.status-name,Status,Status,Status,状态,状态,状态,状态,"'ticket.label.status-name':'状态',",
zh,ticket.one,Ticket,Ticket,Ticket,票,票,票,票,"'ticket.one':'票',",
zh,ticket.other,Tickets,Tickets,Tickets,门票,门票,门票,门票,"'ticket.other':'门票',",
zh,ticket.priority.emergency,Emergency,Emergency,Emergency,急,急,急,急,"'ticket.priority.emergency':'急',",
zh,ticket.priority.high,High,High,High,高,高,高,高,"'ticket.priority.high':'高',",
zh,ticket.priority.low,Low,Low,Low,低,低,低,低,"'ticket.priority.low':'低',",
zh,ticket.priority.medium,Medium,Medium,Medium,中,中,中,中,"'ticket.priority.medium':'中',",
zh,ticket.search,Search Tickets,Search Tickets,Search Tickets,搜索门票,搜索门票,搜索门票,搜索门票,"'ticket.search':'搜索门票',",
zh,ticket.status.closed,Closed,Closed,Closed,关闭,关闭,关闭,关闭,"'ticket.status.closed':'关闭',",
zh,ticket.status.complete,Complete,Complete,Complete,完成,完成,完成,完成,"'ticket.status.complete':'完成',",
zh,ticket.status.deferred,Deferred,Deferred,Deferred,递延,递延,递延,递延,"'ticket.status.deferred':'递延',",
zh,ticket.status.denied,Denied,Denied,Denied,被拒绝,被拒绝,被拒绝,被拒绝,"'ticket.status.denied':'被拒绝',",
zh,ticket.status.draft,Draft,Draft,Draft,草案,草案,草案,草案,"'ticket.status.draft':'草案',",
zh,ticket.status.in_progress,In Progress,In Progress,In Progress,进行中,进行中,进行中,进行中,"'ticket.status.in_progress':'进行中',",
zh,ticket.status.new,New,New,New,新,新,新,新,"'ticket.status.new':'新',",
zh,ticket.status.problem_solved,Problem Solved,Problem Solved,Problem Solved,问题解决了,问题解决了,问题解决了,问题解决了,"'ticket.status.problem_solved':'问题解决了',",
zh,ticket.status.unsatisfactory_completion,Unsatisfactory Completion,Unsatisfactory Completion,Unsatisfactory Completion,不满意完成,不满意完成,不满意完成,不满意完成,"'ticket.status.unsatisfactory_completion':'不满意完成',",
zh,upload.progress,Progress,Progress,Progress,进展,进展,进展,进展,"'upload.progress':'进展',",
zh,validation.invalid,Invalid,Invalid,Invalid,无效,无效,无效,无效,"'validation.invalid':'无效',",
zh,validation.valid,Valid,Valid,Valid,有效,有效,有效,有效,"'validation.valid':'有效',",
zh,welcome,Hello,Hello,Hello,您好,您好,您好,您好,"'welcome':'您好',",
