LOCALE,KEY,ENGLISH,,,,,,VALUE,FIXUTURE,CONTEXT
es,admin.location.label.parents-name,Parent Locations,Parent Locations,Parent Locations,Ubicaciones de padres,Ubicaciones de padres,Ubicaciones de padres,Ubicaciones de padres,"'admin.location.label.parents-name':'Ubicaciones de padres',",
es,admin.location.label.phone_number.one,Phone Number,Phone Number,Phone Number,Número de teléfono,Número de teléfono,Número de teléfono,Número de teléfono,"'admin.location.label.phone_number.one':'Número de teléfono',",
es,admin.location.label.phone_number.other,Phone Numbers,Phone Numbers,Phone Numbers,Números de teléfono,Números de teléfono,Números de teléfono,Números de teléfono,"'admin.location.label.phone_number.other':'Números de teléfono',",
es,admin.location.label.status-name,Status,Status,Status,Estado,Estado,Estado,Estado,"'admin.location.label.status-name':'Estado',",
es,admin.location.one,Location,Location,Location,Ubicación,Ubicación,Ubicación,Ubicación,"'admin.location.one':'Ubicación',",
es,admin.location.other,Locations,Locations,Locations,Ubicaciones,Ubicaciones,Ubicaciones,Ubicaciones,"'admin.location.other':'Ubicaciones',",
es,admin.location.search,Search Locations,Search Locations,Search Locations,Ubicaciones de búsqueda,Ubicaciones de búsqueda,Ubicaciones de búsqueda,Ubicaciones de búsqueda,"'admin.location.search':'Ubicaciones de búsqueda',",
es,admin.location.status.closed,Closed,Closed,Closed,Cerrado,Cerrado,Cerrado,Cerrado,"'admin.location.status.closed':'Cerrado',",
es,admin.location.status.future,Future,Future,Future,Futuro,Futuro,Futuro,Futuro,"'admin.location.status.future':'Futuro',",
es,admin.location.status.open,Open,Open,Open,Abierto,Abierto,Abierto,Abierto,"'admin.location.status.open':'Abierto',",
es,admin.locationlevel.company,Company,Company,Company,Empresa,Empresa,Empresa,Empresa,"'admin.locationlevel.company':'Empresa',",
es,admin.locationlevel.department,Department,Department,Department,Departamento,Departamento,Departamento,Departamento,"'admin.locationlevel.department':'Departamento',",
es,admin.locationlevel.district,District,District,District,Distrito,Distrito,Distrito,Distrito,"'admin.locationlevel.district':'Distrito',",
es,admin.locationlevel.fmd,Facility Management District,Facility Management District,Facility Management District,Fondo para el Distrito de Administración,Fondo para el Distrito de Administración,Fondo para el Distrito de Administración,Fondo para el Distrito de Administración,"'admin.locationlevel.fmd':'Fondo para el Distrito de Administración',",
es,admin.locationlevel.fmu,Facility Management Region,Facility Management Region,Facility Management Region,Facilidad región de gestión,Facilidad región de gestión,Facilidad región de gestión,Facilidad región de gestión,"'admin.locationlevel.fmu':'Facilidad región de gestión',",
es,admin.locationlevel.label.childOrg,Child Organization(s),Child Organization(s),Child Organization(s),Organización niño (s),Organización niño (s),Organización niño (s),Organización niño (s),"'admin.locationlevel.label.childOrg':'Organización niño (s)',",
es,admin.locationlevel.label.general,General,General,General,General,General,General,General,"'admin.locationlevel.label.general':'General',",
es,admin.locationlevel.label.name,Name,Name,Name,Nombre,Nombre,Nombre,Nombre,"'admin.locationlevel.label.name':'Nombre',",
es,admin.locationlevel.new,New Location Level,New Location Level,New Location Level,Nueva ubicación de nivel,Nueva ubicación de nivel,Nueva ubicación de nivel,Nueva ubicación de nivel,"'admin.locationlevel.new':'Nueva ubicación de nivel',",
es,admin.locationlevel.one,Location Level,Location Level,Location Level,Localización Nivel,Localización Nivel,Localización Nivel,Localización Nivel,"'admin.locationlevel.one':'Localización Nivel',",
es,admin.locationlevel.other,Location Levels,Location Levels,Location Levels,Ubicación Niveles,Ubicación Niveles,Ubicación Niveles,Ubicación Niveles,"'admin.locationlevel.other':'Ubicación Niveles',",
es,admin.locationlevel.region,Region,Region,Region,Región,Región,Región,Región,"'admin.locationlevel.region':'Región',",
es,admin.locationlevel.search,Search Location Levels,Search Location Levels,Search Location Levels,Búsqueda Ubicación Niveles,Búsqueda Ubicación Niveles,Búsqueda Ubicación Niveles,Búsqueda Ubicación Niveles,"'admin.locationlevel.search':'Búsqueda Ubicación Niveles',",
es,admin.locationlevel.store,Store,Store,Store,Almacenar,Almacenar,Almacenar,Almacenar,"'admin.locationlevel.store':'Almacenar',",
es,admin.notification.one,Notification Profile,Notification Profile,Notification Profile,perfil de notificación,perfil de notificación,perfil de notificación,perfil de notificación,"'admin.notification.one':'perfil de notificación',",
es,admin.notification.other,Notification Profiles,Notification Profiles,Notification Profiles,Los perfiles de notificación,Los perfiles de notificación,Los perfiles de notificación,Los perfiles de notificación,"'admin.notification.other':'Los perfiles de notificación',",
es,admin.person.label.address,Address,Address,Address,Dirección,Dirección,Dirección,Dirección,"'admin.person.label.address':'Dirección',",
es,admin.person.label.auth_amount,Auth. Amount,Auth. Amount,Auth. Amount,Aut. Cantidad,Aut. Cantidad,Aut. Cantidad,Aut. Cantidad,"'admin.person.label.auth_amount':'Aut. Cantidad',",
es,admin.person.label.change_password,Change,Change,Change,Cambio,Cambio,Cambio,Cambio,"'admin.person.label.change_password':'Cambio',",
es,admin.person.label.contact,Contact,Contact,Contact,Contacto,Contacto,Contacto,Contacto,"'admin.person.label.contact':'Contacto',",
es,admin.person.label.credentials,Credentials,Credentials,Credentials,Cartas credenciales,Cartas credenciales,Cartas credenciales,Cartas credenciales,"'admin.person.label.credentials':'Cartas credenciales',",
es,admin.person.label.email,Email,Email,Email,Email,Email,Email,Email,"'admin.person.label.email':'Email',",
es,admin.person.label.employee_id,Employee No.,Employee No.,Employee No.,Numero de empleado.,Numero de empleado.,Numero de empleado.,Numero de empleado.,"'admin.person.label.employee_id':'Numero de empleado.',",
es,admin.person.label.first_name,First Name,First Name,First Name,Nombre de pila,Nombre de pila,Nombre de pila,Nombre de pila,"'admin.person.label.first_name':'Nombre de pila',",
es,admin.person.label.fullname,Name,Name,Name,Nombre,Nombre,Nombre,Nombre,"'admin.person.label.fullname':'Nombre',",
es,admin.person.label.general,General,General,General,General,General,General,General,"'admin.person.label.general':'General',",
es,admin.person.label.language,Language,Language,Language,Idioma,Idioma,Idioma,Idioma,"'admin.person.label.language':'Idioma',",
es,admin.person.label.last_name,Last Name,Last Name,Last Name,Apellido,Apellido,Apellido,Apellido,"'admin.person.label.last_name':'Apellido',",
es,admin.person.label.location,Location,Location,Location,Ubicación,Ubicación,Ubicación,Ubicación,"'admin.person.label.location':'Ubicación',",
es,admin.person.label.middle_initial,Middle Initial,Middle Initial,Middle Initial,inicial del segundo nombre,inicial del segundo nombre,inicial del segundo nombre,inicial del segundo nombre,"'admin.person.label.middle_initial':'inicial del segundo nombre',",
es,admin.person.label.password,Password,Password,Password,Contraseña,Contraseña,Contraseña,Contraseña,"'admin.person.label.password':'Contraseña',",
es,admin.person.label.phone_number_region,Phone Number Region,Phone Number Region,Phone Number Region,Número de teléfono Región,Número de teléfono Región,Número de teléfono Región,Número de teléfono Región,"'admin.person.label.phone_number_region':'Número de teléfono Región',",
es,admin.person.label.phone_number.one,Phone Number,Phone Number,Phone Number,Número de teléfono,Número de teléfono,Número de teléfono,Número de teléfono,"'admin.person.label.phone_number.one':'Número de teléfono',",
es,admin.person.label.phone_number.other,Phone Numbers,Phone Numbers,Phone Numbers,Números de teléfono,Números de teléfono,Números de teléfono,Números de teléfono,"'admin.person.label.phone_number.other':'Números de teléfono',",
es,admin.person.label.role-name,Role,Role,Role,Papel,Papel,Papel,Papel,"'admin.person.label.role-name':'Papel',",
es,admin.person.label.settings,Settings,Settings,Settings,ajustes,ajustes,ajustes,ajustes,"'admin.person.label.settings':'ajustes',",
es,admin.person.label.status,Status,Status,Status,Estado,Estado,Estado,Estado,"'admin.person.label.status':'Estado',",
es,admin.person.label.title,Title,Title,Title,Título,Título,Título,Título,"'admin.person.label.title':'Título',",
es,admin.person.label.username,Username,Username,Username,Nombre de usuario,Nombre de usuario,Nombre de usuario,Nombre de usuario,"'admin.person.label.username':'Nombre de usuario',",
es,admin.person.new,New Person,New Person,New Person,Persona nueva,Persona nueva,Persona nueva,Persona nueva,"'admin.person.new':'Persona nueva',",
es,admin.person.one,Person,Person,Person,Persona,Persona,Persona,Persona,"'admin.person.one':'Persona',",
es,admin.person.other,People,People,People,Gente,Gente,Gente,Gente,"'admin.person.other':'Gente',",
es,admin.person.search,Search People,Search People,Search People,Buscador de personas,Buscador de personas,Buscador de personas,Buscador de personas,"'admin.person.search':'Buscador de personas',",
es,admin.person.section.contact,Contact,Contact,Contact,Contacto,Contacto,Contacto,Contacto,"'admin.person.section.contact':'Contacto',",
es,admin.person.section.credentials,Credentials,Credentials,Credentials,Cartas credenciales,Cartas credenciales,Cartas credenciales,Cartas credenciales,"'admin.person.section.credentials':'Cartas credenciales',",
es,admin.person.section.details,Details,Details,Details,detalles,detalles,detalles,detalles,"'admin.person.section.details':'detalles',",
es,admin.person.status.active,Active,Active,Active,Activo,Activo,Activo,Activo,"'admin.person.status.active':'Activo',",
es,admin.person.status.expired,Expired,Expired,Expired,Muerto,Muerto,Muerto,Muerto,"'admin.person.status.expired':'Muerto',",
es,admin.person.status.inactive,Inactive,Inactive,Inactive,Inactivo,Inactivo,Inactivo,Inactivo,"'admin.person.status.inactive':'Inactivo',",
es,admin.person.unique_username,Username {{value}} is already taken,Username _value}} is already taken,Username _value_var_ is already taken,Nombre de usuario ya está en uso _value_var_,Nombre de usuario ya está en uso _value}},Nombre de usuario ya está en uso {{value}},Nombre de usuario ya está en uso {{value}},"'admin.person.unique_username':'Nombre de usuario ya está en uso {{value}}',",
es,admin.phone.add,Add Phone Number,Add Phone Number,Add Phone Number,Agregar el número de teléfono,Agregar el número de teléfono,Agregar el número de teléfono,Agregar el número de teléfono,"'admin.phone.add':'Agregar el número de teléfono',",
es,admin.phone.number,Phone Number,Phone Number,Phone Number,Número de teléfono,Número de teléfono,Número de teléfono,Número de teléfono,"'admin.phone.number':'Número de teléfono',",
es,admin.phone.numbers,Phone Numbers,Phone Numbers,Phone Numbers,Números de teléfono,Números de teléfono,Números de teléfono,Números de teléfono,"'admin.phone.numbers':'Números de teléfono',",
es,admin.phonenumbertype.cell,Cell,Cell,Cell,Celda,Celda,Celda,Celda,"'admin.phonenumbertype.cell':'Celda',",
es,admin.phonenumbertype.fax,Fax,Fax,Fax,Fax,Fax,Fax,Fax,"'admin.phonenumbertype.fax':'Fax',",
es,admin.phonenumbertype.mobile,Mobile,Mobile,Mobile,Móvil,Móvil,Móvil,Móvil,"'admin.phonenumbertype.mobile':'Móvil',",
es,admin.phonenumbertype.office,Office,Office,Office,Oficina,Oficina,Oficina,Oficina,"'admin.phonenumbertype.office':'Oficina',",
es,admin.phonenumbertype.telephone,Telephone,Telephone,Telephone,Teléfono,Teléfono,Teléfono,Teléfono,"'admin.phonenumbertype.telephone':'Teléfono',",
es,admin.placeholder.auto_assign,All Tickets,All Tickets,All Tickets,todas las entradas,todas las entradas,todas las entradas,todas las entradas,"'admin.placeholder.auto_assign':'todas las entradas',",
es,admin.placeholder.available_filter,Add Filter,Add Filter,Add Filter,Agregar filtro,Agregar filtro,Agregar filtro,Agregar filtro,"'admin.placeholder.available_filter':'Agregar filtro',",
es,admin.placeholder.available_filter.location,Add Locations...,Add Locations...,Add Locations...,Agregar ubicaciones ...,Agregar ubicaciones ...,Agregar ubicaciones ...,Agregar ubicaciones ...,"'admin.placeholder.available_filter.location':'Agregar ubicaciones ...',",
es,admin.placeholder.available_filter.priority,Add Priorities...,Add Priorities...,Add Priorities...,Añadir Prioridades ...,Añadir Prioridades ...,Añadir Prioridades ...,Añadir Prioridades ...,"'admin.placeholder.available_filter.priority':'Añadir Prioridades ...',",
es,admin.placeholder.category_filter,Category,Category,Category,Categoría,Categoría,Categoría,Categoría,"'admin.placeholder.category_filter':'Categoría',",
es,admin.placeholder.category_filter_select,Select Categories,Select Categories,Select Categories,Seleccionar categorías,Seleccionar categorías,Seleccionar categorías,Seleccionar categorías,"'admin.placeholder.category_filter_select':'Seleccionar categorías',",
es,admin.placeholder.country_filter,Country,Country,Country,País,País,País,País,"'admin.placeholder.country_filter':'País',",
es,admin.placeholder.country_filter_select,Select Countries,Select Countries,Select Countries,países seleccionados,países seleccionados,países seleccionados,países seleccionados,"'admin.placeholder.country_filter_select':'países seleccionados',",
es,admin.placeholder.location_filter_select,Select Locations,Select Locations,Select Locations,Seleccione las ubicaciones,Seleccione las ubicaciones,Seleccione las ubicaciones,Seleccione las ubicaciones,"'admin.placeholder.location_filter_select':'Seleccione las ubicaciones',",
es,admin.placeholder.priority_filter_select,Select Priorities,Select Priorities,Select Priorities,selección de prioridades,selección de prioridades,selección de prioridades,selección de prioridades,"'admin.placeholder.priority_filter_select':'selección de prioridades',",
es,admin.placeholder.state_filter,State,State,State,Estado,Estado,Estado,Estado,"'admin.placeholder.state_filter':'Estado',",
es,admin.placeholder.state_filter_select,Select States,Select States,Select States,Seleccionar Unidos,Seleccionar Unidos,Seleccionar Unidos,Seleccionar Unidos,"'admin.placeholder.state_filter_select':'Seleccionar Unidos',",
es,admin.placeholder.ticket_priority,Priority,Priority,Priority,Prioridad,Prioridad,Prioridad,Prioridad,"'admin.placeholder.ticket_priority':'Prioridad',",
es,admin.role.label.category,Category,Category,Category,Categoría,Categoría,Categoría,Categoría,"'admin.role.label.category':'Categoría',",
es,admin.role.label.general,General,General,General,General,General,General,General,"'admin.role.label.general':'General',",
es,admin.role.label.location_level,Location Organization,Location Organization,Location Organization,Organización Localización,Organización Localización,Organización Localización,Organización Localización,"'admin.role.label.location_level':'Organización Localización',",
es,admin.role.label.name,Role Name,Role Name,Role Name,Nombre de rol,Nombre de rol,Nombre de rol,Nombre de rol,"'admin.role.label.name':'Nombre de rol',",
es,admin.role.label.number_users,# of People,# of People,# of People,# de la gente,# de la gente,# de la gente,# de la gente,"'admin.role.label.number_users':'# de la gente',",
es,admin.role.label.role_type,Role Type,Role Type,Role Type,Tipo de papel,Tipo de papel,Tipo de papel,Tipo de papel,"'admin.role.label.role_type':'Tipo de papel',",
es,admin.role.label.settings,Settings,Settings,Settings,ajustes,ajustes,ajustes,ajustes,"'admin.role.label.settings':'ajustes',",
es,admin.role.new,New Role,New Role,New Role,Nuevo rol,Nuevo rol,Nuevo rol,Nuevo rol,"'admin.role.new':'Nuevo rol',",
es,admin.role.one,Role,Role,Role,Papel,Papel,Papel,Papel,"'admin.role.one':'Papel',",
es,admin.role.other,Roles,Roles,Roles,Roles,Roles,Roles,Roles,"'admin.role.other':'Roles',",
es,admin.role.search,Search Role,Search Role,Search Role,Buscar Rol,Buscar Rol,Buscar Rol,Buscar Rol,"'admin.role.search':'Buscar Rol',",
es,admin.role.section.detail,Role Details,Role Details,Role Details,Detalles de rol,Detalles de rol,Detalles de rol,Detalles de rol,"'admin.role.section.detail':'Detalles de rol',",
es,admin.role.section.settings,Role Settings,Role Settings,Role Settings,Configuración de rol,Configuración de rol,Configuración de rol,Configuración de rol,"'admin.role.section.settings':'Configuración de rol',",
es,admin.role.type.internal,Internal,Internal,Internal,Interno,Interno,Interno,Interno,"'admin.role.type.internal':'Interno',",
es,admin.role.type.third_party,Third Party,Third Party,Third Party,Tercero,Tercero,Tercero,Tercero,"'admin.role.type.third_party':'Tercero',",
es,admin.setting.company_code,Company Code,Company Code,Company Code,Codigo de compañia,Codigo de compañia,Codigo de compañia,Codigo de compañia,"'admin.setting.company_code':'Codigo de compañia',",
es,admin.setting.company_name,Company Name,Company Name,Company Name,nombre de empresa,nombre de empresa,nombre de empresa,nombre de empresa,"'admin.setting.company_name':'nombre de empresa',",
es,admin.setting.create_all,Create All,Create All,Create All,crear todos,crear todos,crear todos,crear todos,"'admin.setting.create_all':'crear todos',",
es,admin.setting.dashboard_text,Welcome Message,Welcome Message,Welcome Message,Mensaje de bienvenida,Mensaje de bienvenida,Mensaje de bienvenida,Mensaje de bienvenida,"'admin.setting.dashboard_text':'Mensaje de bienvenida',",
es,admin.setting.dt_start_key,Start,Start,Start,comienzo,comienzo,comienzo,comienzo,"'admin.setting.dt_start_key':'comienzo',",
es,admin.setting.exchange_rates,Exchange Rates,Exchange Rates,Exchange Rates,Los tipos de cambio,Los tipos de cambio,Los tipos de cambio,Los tipos de cambio,"'admin.setting.exchange_rates':'Los tipos de cambio',",
es,admin.setting.login_grace,Login Grace,Login Grace,Login Grace,entrada de gracia,entrada de gracia,entrada de gracia,entrada de gracia,"'admin.setting.login_grace':'entrada de gracia',",
es,admin.setting.modules,Modules,Modules,Modules,módulos,módulos,módulos,módulos,"'admin.setting.modules':'módulos',",
es,admin.setting.modules.invoices,Invoices,Invoices,Invoices,Facturas,Facturas,Facturas,Facturas,"'admin.setting.modules.invoices':'Facturas',",
es,admin.setting.modules.tickets,Tickets,Tickets,Tickets,Entradas,Entradas,Entradas,Entradas,"'admin.setting.modules.tickets':'Entradas',",
es,admin.setting.modules.work_orders,Work Orders,Work Orders,Work Orders,Órdenes de trabajo,Órdenes de trabajo,Órdenes de trabajo,Órdenes de trabajo,"'admin.setting.modules.work_orders':'Órdenes de trabajo',",
es,admin.setting.name.general,General Settings,General Settings,General Settings,Configuración general,Configuración general,Configuración general,Configuración general,"'admin.setting.name.general':'Configuración general',",
es,admin.setting.name.person,Person Settings,Person Settings,Person Settings,Ajustes persona,Ajustes persona,Ajustes persona,Ajustes persona,"'admin.setting.name.person':'Ajustes persona',",
es,admin.setting.name.role,Role Settings,Role Settings,Role Settings,Configuración de rol,Configuración de rol,Configuración de rol,Configuración de rol,"'admin.setting.name.role':'Configuración de rol',",
es,admin.setting.one,Setting,Setting,Setting,Ajuste,Ajuste,Ajuste,Ajuste,"'admin.setting.one':'Ajuste',",
es,admin.setting.other,Settings,Settings,Settings,ajustes,ajustes,ajustes,ajustes,"'admin.setting.other':'ajustes',",
es,admin.setting.password_one_time,One Time Password,One Time Password,One Time Password,Contraseña de un solo uso,Contraseña de un solo uso,Contraseña de un solo uso,Contraseña de un solo uso,"'admin.setting.password_one_time':'Contraseña de un solo uso',",
es,admin.setting.test_contractor_email,Test Contractor Email,Test Contractor Email,Test Contractor Email,Contratista Correo electrónico de prueba,Contratista Correo electrónico de prueba,Contratista Correo electrónico de prueba,Contratista Correo electrónico de prueba,"'admin.setting.test_contractor_email':'Contratista Correo electrónico de prueba',",
es,admin.setting.test_contractor_phone,Test Contractor Phone,Test Contractor Phone,Test Contractor Phone,Contractor Teléfono de prueba,Contractor Teléfono de prueba,Contractor Teléfono de prueba,Contractor Teléfono de prueba,"'admin.setting.test_contractor_phone':'Contractor Teléfono de prueba',",
es,admin.setting.test_mode,Test Mode,Test Mode,Test Mode,Modo de prueba,Modo de prueba,Modo de prueba,Modo de prueba,"'admin.setting.test_mode':'Modo de prueba',",
es,admin.template.one,Template,Template,Template,Modelo,Modelo,Modelo,Modelo,"'admin.template.one':'Modelo',",
es,admin.template.other,Templates,Templates,Templates,Plantillas,Plantillas,Plantillas,Plantillas,"'admin.template.other':'Plantillas',",
es,admin.tenant.billing,Billing,Billing,Billing,Facturación,Facturación,Facturación,Facturación,"'admin.tenant.billing':'Facturación',",
es,admin.tenant.billing_address,Billing Address,Billing Address,Billing Address,Dirección de Envio,Dirección de Envio,Dirección de Envio,Dirección de Envio,"'admin.tenant.billing_address':'Dirección de Envio',",
es,admin.tenant.billing_email,Billing Email,Billing Email,Billing Email,Correo Electrónico de Facturas,Correo Electrónico de Facturas,Correo Electrónico de Facturas,Correo Electrónico de Facturas,"'admin.tenant.billing_email':'Correo Electrónico de Facturas',",
es,admin.tenant.billing_phonenumber,Billing Phone Number,Billing Phone Number,Billing Phone Number,Número de teléfono de facturación,Número de teléfono de facturación,Número de teléfono de facturación,Número de teléfono de facturación,"'admin.tenant.billing_phonenumber':'Número de teléfono de facturación',",
es,admin.tenant.countries,Countries,Countries,Countries,Países,Países,Países,Países,"'admin.tenant.countries':'Países',",
es,admin.tenant.currency,Currency,Currency,Currency,Moneda,Moneda,Moneda,Moneda,"'admin.tenant.currency':'Moneda',",
es,admin.tenant.implementation,Implementation,Implementation,Implementation,Implementación,Implementación,Implementación,Implementación,"'admin.tenant.implementation':'Implementación',",
es,admin.tenant.implementation_email,Implementation Email,Implementation Email,Implementation Email,aplicación de correo electrónico,aplicación de correo electrónico,aplicación de correo electrónico,aplicación de correo electrónico,"'admin.tenant.implementation_email':'aplicación de correo electrónico',",
es,admin.third_party.label.name,Name,Name,Name,Nombre,Nombre,Nombre,Nombre,"'admin.third_party.label.name':'Nombre',",
es,admin.third_party.label.number,Number,Number,Number,Número,Número,Número,Número,"'admin.third_party.label.number':'Número',",
es,admin.third_party.status.active,Inactive,Inactive,Inactive,Inactivo,Inactivo,Inactivo,Inactivo,"'admin.third_party.status.active':'Inactivo',",
es,admin.third_party.status.inactive,Active,Active,Active,Activo,Activo,Activo,Activo,"'admin.third_party.status.inactive':'Activo',",
es,admin.ticket.requester.placeholder,Requester,Requester,Requester,solicitante,solicitante,solicitante,solicitante,"'admin.ticket.requester.placeholder':'solicitante',",
es,admin.title,Admin,Admin,Admin,Administración,Administración,Administración,Administración,"'admin.title':'Administración',",
es,admin.translation.label.helper,Helper,Helper,Helper,Ayudante,Ayudante,Ayudante,Ayudante,"'admin.translation.label.helper':'Ayudante',",
es,admin.translation.label.key,Key,Key,Key,Llave,Llave,Llave,Llave,"'admin.translation.label.key':'Llave',",
es,admin.translation.label.translation,Translation,Translation,Translation,Traducción,Traducción,Traducción,Traducción,"'admin.translation.label.translation':'Traducción',",
es,admin.translation.one,Translation,Translation,Translation,Traducción,Traducción,Traducción,Traducción,"'admin.translation.one':'Traducción',",
es,admin.translation.other,Translations,Translations,Translations,traducciones,traducciones,traducciones,traducciones,"'admin.translation.other':'traducciones',",
es,admin.translation.search,Search Translations,Search Translations,Search Translations,Buscar Traducciones,Buscar Traducciones,Buscar Traducciones,Buscar Traducciones,"'admin.translation.search':'Buscar Traducciones',",
es,admin.work_order.close.checked,Checked,Checked,Checked,Comprobado,Comprobado,Comprobado,Comprobado,"'admin.work_order.close.checked':'Comprobado',",
es,admin.work_order.close.do_not_display,Do not display,Do not display,Do not display,No se muestran,No se muestran,No se muestran,No se muestran,"'admin.work_order.close.do_not_display':'No se muestran',",
es,admin.work_order.close.unchecked,Unchecked,Unchecked,Unchecked,Desenfrenado,Desenfrenado,Desenfrenado,Desenfrenado,"'admin.work_order.close.unchecked':'Desenfrenado',",
es,attachment.fail,File failed to upload,File failed to upload,File failed to upload,Archivo no se ha subido,Archivo no se ha subido,Archivo no se ha subido,Archivo no se ha subido,"'attachment.fail':'Archivo no se ha subido',",
es,attachment.too_large,File is too large,File is too large,File is too large,El archivo es demasiado grande,El archivo es demasiado grande,El archivo es demasiado grande,El archivo es demasiado grande,"'attachment.too_large':'El archivo es demasiado grande',",
es,automation.event.ticket_assignee_change,Ticket Assignee Change,Ticket Assignee Change,Ticket Assignee Change,Cambio de entradas cesionario,Cambio de entradas cesionario,Cambio de entradas cesionario,Cambio de entradas cesionario,"'automation.event.ticket_assignee_change':'Cambio de entradas cesionario',",
es,automation.event.ticket_attachment_add,Ticket Attachment,Ticket Attachment,Ticket Attachment,Accesorio de entradas,Accesorio de entradas,Accesorio de entradas,Accesorio de entradas,"'automation.event.ticket_attachment_add':'Accesorio de entradas',",
es,automation.event.ticket_category_change,Ticket Category Change,Ticket Category Change,Ticket Category Change,Cambio de entradas Categoría,Cambio de entradas Categoría,Cambio de entradas Categoría,Cambio de entradas Categoría,"'automation.event.ticket_category_change':'Cambio de entradas Categoría',",
es,automation.event.ticket_cc_add,Ticket CC Change,Ticket CC Change,Ticket CC Change,Cambio de entradas CC,Cambio de entradas CC,Cambio de entradas CC,Cambio de entradas CC,"'automation.event.ticket_cc_add':'Cambio de entradas CC',",
es,automation.event.ticket_comment,Ticket Comment,Ticket Comment,Ticket Comment,Comentar Ticket,Comentar Ticket,Comentar Ticket,Comentar Ticket,"'automation.event.ticket_comment':'Comentar Ticket',",
es,automation.event.ticket_location_change,Ticket Location Change,Ticket Location Change,Ticket Location Change,Billete de ubicación Cambiar,Billete de ubicación Cambiar,Billete de ubicación Cambiar,Billete de ubicación Cambiar,"'automation.event.ticket_location_change':'Billete de ubicación Cambiar',",
es,automation.event.ticket_priority_change,Ticket Priority Change,Ticket Priority Change,Ticket Priority Change,Venta de entradas Cambiar prioridad,Venta de entradas Cambiar prioridad,Venta de entradas Cambiar prioridad,Venta de entradas Cambiar prioridad,"'automation.event.ticket_priority_change':'Venta de entradas Cambiar prioridad',",
es,automation.event.ticket_status_cancelled,Ticket: Status Cancelled,Ticket: Status Cancelled,Ticket: Status Cancelled,Venta de entradas: Etapa Cancelado,Venta de entradas: Etapa Cancelado,Venta de entradas: Etapa Cancelado,Venta de entradas: Etapa Cancelado,"'automation.event.ticket_status_cancelled':'Venta de entradas: Etapa Cancelado',",
es,automation.event.ticket_status_complete,Ticket: Status Complete,Ticket: Status Complete,Ticket: Status Complete,Venta de entradas: Estado Completo,Venta de entradas: Estado Completo,Venta de entradas: Estado Completo,Venta de entradas: Estado Completo,"'automation.event.ticket_status_complete':'Venta de entradas: Estado Completo',",
es,automation.event.ticket_status_deferred,Ticket: Status Deferred,Ticket: Status Deferred,Ticket: Status Deferred,Venta de entradas: estado Aplazado,Venta de entradas: estado Aplazado,Venta de entradas: estado Aplazado,Venta de entradas: estado Aplazado,"'automation.event.ticket_status_deferred':'Venta de entradas: estado Aplazado',",
es,automation.event.ticket_status_denied,Ticket: Status Denied,Ticket: Status Denied,Ticket: Status Denied,Venta de entradas: Estado denegado,Venta de entradas: Estado denegado,Venta de entradas: Estado denegado,Venta de entradas: Estado denegado,"'automation.event.ticket_status_denied':'Venta de entradas: Estado denegado',",
es,automation.event.ticket_status_in_progress,Ticket: Status In Progress,Ticket: Status In Progress,Ticket: Status In Progress,Venta de entradas: de estado en curso,Venta de entradas: de estado en curso,Venta de entradas: de estado en curso,Venta de entradas: de estado en curso,"'automation.event.ticket_status_in_progress':'Venta de entradas: de estado en curso',",
es,automation.event.ticket_status_new,Ticket: Status New,Ticket: Status New,Ticket: Status New,Venta de entradas: Estado Nuevo,Venta de entradas: Estado Nuevo,Venta de entradas: Estado Nuevo,Venta de entradas: Estado Nuevo,"'automation.event.ticket_status_new':'Venta de entradas: Estado Nuevo',",
es,automation.event.ticket_status_pending,Ticket: Status Pending,Ticket: Status Pending,Ticket: Status Pending,Venta de entradas: Pendiente Estado,Venta de entradas: Pendiente Estado,Venta de entradas: Pendiente Estado,Venta de entradas: Pendiente Estado,"'automation.event.ticket_status_pending':'Venta de entradas: Pendiente Estado',",
es,automation.event.ticket_status_unsatisfactory,Ticket: Status Unsatisfactory,Ticket: Status Unsatisfactory,Ticket: Status Unsatisfactory,Venta de entradas: Estado Insatisfactorio,Venta de entradas: Estado Insatisfactorio,Venta de entradas: Estado Insatisfactorio,Venta de entradas: Estado Insatisfactorio,"'automation.event.ticket_status_unsatisfactory':'Venta de entradas: Estado Insatisfactorio',",
es,button.add,Add new {{model}},Add new _model}},Add new _model_var_,Añadir un nuevo _model_var_,Añadir un nuevo _model}},Añadir un nuevo {{model}},Añadir un nuevo {{model}},"'button.add':'Añadir un nuevo {{model}}',",
es,button.upload,Attach file,Attach file,Attach file,Adjuntar archivo,Adjuntar archivo,Adjuntar archivo,Adjuntar archivo,"'button.upload':'Adjuntar archivo',",
es,crud.cancel.button,Cancel,Cancel,Cancel,Cancelar,Cancelar,Cancelar,Cancelar,"'crud.cancel.button':'Cancelar',",
es,crud.close_tab,Close Tab,Close Tab,Close Tab,Cerrar pestaña,Cerrar pestaña,Cerrar pestaña,Cerrar pestaña,"'crud.close_tab':'Cerrar pestaña',",
es,crud.create.button,Create,Create,Create,Crear,Crear,Crear,Crear,"'crud.create.button':'Crear',",
es,crud.create.error,Error creating {{model}}.,Error creating _model}}.,Error creating _model_var_.,Error al crear _model_var_.,Error al crear _model}}.,Error al crear {{model}}.,Error al crear {{model}}.,"'crud.create.error':'Error al crear {{model}}.',",
