LOCALE,KEY,ENGLISH,,,,,,VALUE,FIXUTURE,CONTEXT
ja,crud.delete.error,Error deleting {{model}}.,Error deleting _model}}.,Error deleting _model_var_.,エラーが_model_var_削除します。,エラーが_model}}削除します。,エラーが{{model}}削除します。,エラーが{{model}}削除します。,"'crud.delete.error':'エラーが{{model}}削除します。',",
ja,crud.restore.button,Restore,Restore,Restore,リストア,リストア,リストア,リストア,"'crud.restore.button':'リストア',",
ja,crud.restore.error,Error restoring {{model}},Error restoring _model}},Error restoring _model_var_,エラー復元_model_var_,エラー復元_model}},エラー復元{{model}},エラー復元{{model}},"'crud.restore.error':'エラー復元{{model}}',",
ja,crud.restore.success,{{model}} restored successfully.,_model}} restored successfully.,_model_var_ restored successfully.,_model_var_正常に復元。,_model}}正常に復元。,{{model}}正常に復元。,{{model}}正常に復元。,"'crud.restore.success':'{{model}}正常に復元。',",
ja,crud.save.button,Save,Save,Save,セーブ,セーブ,セーブ,セーブ,"'crud.save.button':'セーブ',",
ja,crud.save.error,Error saving {{model}}.,Error saving _model}}.,Error saving _model_var_.,_model_var_を保存するエラーが発生しました。,_model}}を保存するエラーが発生しました。,{{model}}を保存するエラーが発生しました。,{{model}}を保存するエラーが発生しました。,"'crud.save.error':'{{model}}を保存するエラーが発生しました。',",
ja,crud.save.success,{{model}} saved successfully.,_model}} saved successfully.,_model_var_ saved successfully.,_model_var_が正常に保存されました。,_model}}が正常に保存されました。,{{model}}が正常に保存されました。,{{model}}が正常に保存されました。,"'crud.save.success':'{{model}}が正常に保存されました。',",
ja,crud.titles.edit,Edit {{model}},Edit _model}},Edit _model_var_,編集_model_var_,編集_model}},編集{{model}},編集{{model}},"'crud.titles.edit':'編集{{model}}',",
ja,crud.titles.new,New {{model}},New _model}},New _model_var_,新しい_model_var_,新しい_model}},新しい{{model}},新しい{{model}},"'crud.titles.new':'新しい{{model}}',",
ja,grid.per_page,{{size}} per page,_size}} per page,_size_var_ per page,ページあたり_size_var_,ページあたり_size}},ページあたり{{size}},ページあたり{{size}},"'grid.per_page':'ページあたり{{size}}',",
ja,grid.reset_all_options,Reset All Options,Reset All Options,Reset All Options,すべてのオプションをリセット,すべてのオプションをリセット,すべてのオプションをリセット,すべてのオプションをリセット,"'grid.reset_all_options':'すべてのオプションをリセット',",
ja,grid.save_filter,Save Filter,Save Filter,Save Filter,フィルタを保存,フィルタを保存,フィルタを保存,フィルタを保存,"'grid.save_filter':'フィルタを保存',",
ja,menu.home,Home,Home,Home,ホーム,ホーム,ホーム,ホーム,"'menu.home':'ホーム',",
ja,modules.assets.titleShort,Assets,Assets,Assets,資産,資産,資産,資産,"'modules.assets.titleShort':'資産',",
ja,modules.invoices.titleShort,Invoices,Invoices,Invoices,請求書,請求書,請求書,請求書,"'modules.invoices.titleShort':'請求書',",
ja,modules.pms.titleShort,PM,PM,PM,PM,PM,PM,PM,"'modules.pms.titleShort':'PM',",
ja,modules.projects.titleShort,Projects,Projects,Projects,プロジェクト,プロジェクト,プロジェクト,プロジェクト,"'modules.projects.titleShort':'プロジェクト',",
ja,modules.purchaseOrders.titleShort,Purchase Orders,Purchase Orders,Purchase Orders,発注書,発注書,発注書,発注書,"'modules.purchaseOrders.titleShort':'発注書',",
ja,modules.rfqs.titleShort,RFQs,RFQs,RFQs,見積依頼,見積依頼,見積依頼,見積依頼,"'modules.rfqs.titleShort':'見積依頼',",
ja,modules.tasks.titleShort,Tasks,Tasks,Tasks,タスク,タスク,タスク,タスク,"'modules.tasks.titleShort':'タスク',",
ja,modules.tickets.titleShort,Tickets,Tickets,Tickets,チケット,チケット,チケット,チケット,"'modules.tickets.titleShort':'チケット',",
ja,modules.workOrders.titleShort,Work Orders,Work Orders,Work Orders,作業オーダー,作業オーダー,作業オーダー,作業オーダー,"'modules.workOrders.titleShort':'作業オーダー',",
ja,selects.loading,Loading,Loading,Loading,読み込んでいます,読み込んでいます,読み込んでいます,読み込んでいます,"'selects.loading':'読み込んでいます',",
ja,selects.noMatchesMessage,No Matches,No Matches,No Matches,一致なし,一致なし,一致なし,一致なし,"'selects.noMatchesMessage':'一致なし',",
ja,selects.searchMessage,Type to search,Type to search,Type to search,検索するタイ​​プ,検索するタイ​​プ,検索するタイ​​プ,検索するタイ​​プ,"'selects.searchMessage':'検索するタイ​​プ',",
ja,selects.searchPlaceholder,Search,Search,Search,サーチ,サーチ,サーチ,サーチ,"'selects.searchPlaceholder':'サーチ',",
ja,ticket.created,{{requester}} created this ticket {{timestamp}},_requester}} created this ticket _timestamp}},_requester_var_ created this ticket _timestamp_var_,このチケット_timestamp_var_を作成_requester_var_,このチケット_timestamp}}を作成_requester}},このチケット{{timestamp}}を作成{{requester}},このチケット{{timestamp}}を作成{{requester}},"'ticket.created':'このチケット{{timestamp}}を作成{{requester}}',",
ja,ticket.label.assignee-fullname,Assignee,Assignee,Assignee,譲受人,譲受人,譲受人,譲受人,"'ticket.label.assignee-fullname':'譲受人',",
ja,ticket.label.category-name,Category,Category,Category,カテゴリ,カテゴリ,カテゴリ,カテゴリ,"'ticket.label.category-name':'カテゴリ',",
ja,ticket.label.cc,CC,CC,CC,CC,CC,CC,CC,"'ticket.label.cc':'CC',",
ja,ticket.label.comment_add,Enter a comment,Enter a comment,Enter a comment,コメントを入力してください,コメントを入力してください,コメントを入力してください,コメントを入力してください,"'ticket.label.comment_add':'コメントを入力してください',",
ja,ticket.label.created,Created,Created,Created,作成,作成,作成,作成,"'ticket.label.created':'作成',",
ja,ticket.label.formatted_date,Created,Created,Created,作成,作成,作成,作成,"'ticket.label.formatted_date':'作成',",
ja,ticket.label.location-name,Location,Location,Location,ロケーション,ロケーション,ロケーション,ロケーション,"'ticket.label.location-name':'ロケーション',",
ja,ticket.label.number,Ticket Number,Ticket Number,Ticket Number,チケット番号,チケット番号,チケット番号,チケット番号,"'ticket.label.number':'チケット番号',",
ja,ticket.label.priority-name,Priority,Priority,Priority,優先,優先,優先,優先,"'ticket.label.priority-name':'優先',",
ja,ticket.label.request,Request,Request,Request,要求,要求,要求,要求,"'ticket.label.request':'要求',",
ja,ticket.label.requester,Requester,Requester,Requester,リクエスタ,リクエスタ,リクエスタ,リクエスタ,"'ticket.label.requester':'リクエスタ',",
ja,ticket.label.status-name,Status,Status,Status,状態,状態,状態,状態,"'ticket.label.status-name':'状態',",
ja,ticket.one,Ticket,Ticket,Ticket,チケット,チケット,チケット,チケット,"'ticket.one':'チケット',",
ja,ticket.other,Tickets,Tickets,Tickets,チケット,チケット,チケット,チケット,"'ticket.other':'チケット',",
ja,ticket.priority.emergency,Emergency,Emergency,Emergency,緊急,緊急,緊急,緊急,"'ticket.priority.emergency':'緊急',",
ja,ticket.priority.high,High,High,High,高い,高い,高い,高い,"'ticket.priority.high':'高い',",
ja,ticket.priority.low,Low,Low,Low,ロー,ロー,ロー,ロー,"'ticket.priority.low':'ロー',",
ja,ticket.priority.medium,Medium,Medium,Medium,中,中,中,中,"'ticket.priority.medium':'中',",
ja,ticket.search,Search Tickets,Search Tickets,Search Tickets,検索チケット,検索チケット,検索チケット,検索チケット,"'ticket.search':'検索チケット',",
ja,ticket.status.closed,Closed,Closed,Closed,クローズ,クローズ,クローズ,クローズ,"'ticket.status.closed':'クローズ',",
ja,ticket.status.complete,Complete,Complete,Complete,コンプリート,コンプリート,コンプリート,コンプリート,"'ticket.status.complete':'コンプリート',",
ja,ticket.status.deferred,Deferred,Deferred,Deferred,繰延,繰延,繰延,繰延,"'ticket.status.deferred':'繰延',",
ja,ticket.status.denied,Denied,Denied,Denied,拒否されました,拒否されました,拒否されました,拒否されました,"'ticket.status.denied':'拒否されました',",
ja,ticket.status.draft,Draft,Draft,Draft,ドラフト,ドラフト,ドラフト,ドラフト,"'ticket.status.draft':'ドラフト',",
ja,ticket.status.in_progress,In Progress,In Progress,In Progress,進行中,進行中,進行中,進行中,"'ticket.status.in_progress':'進行中',",
ja,ticket.status.new,New,New,New,新しい,新しい,新しい,新しい,"'ticket.status.new':'新しい',",
ja,ticket.status.problem_solved,Problem Solved,Problem Solved,Problem Solved,問題が解決しました,問題が解決しました,問題が解決しました,問題が解決しました,"'ticket.status.problem_solved':'問題が解決しました',",
ja,ticket.status.unsatisfactory_completion,Unsatisfactory Completion,Unsatisfactory Completion,Unsatisfactory Completion,不満足完了,不満足完了,不満足完了,不満足完了,"'ticket.status.unsatisfactory_completion':'不満足完了',",
ja,upload.progress,Progress,Progress,Progress,進捗,進捗,進捗,進捗,"'upload.progress':'進捗',",
ja,validation.invalid,Invalid,Invalid,Invalid,無効,無効,無効,無効,"'validation.invalid':'無効',",
ja,validation.valid,Valid,Valid,Valid,正当な,正当な,正当な,正当な,"'validation.valid':'正当な',",
ja,welcome,Hello,Hello,Hello,こんにちは,こんにちは,こんにちは,こんにちは,"'welcome':'こんにちは',",
